C14:0,C15:0,C16:0,C16:1n-7,C17:0,C18:0,C18:1n-9,C18:1n-7,"C18:2 n-6, LA","C18:3 n-6, GLA","C18:3 n-3, ALA",C20:0,C20:1n-9,C20:2n-6,C20:3 n-6,"C20:4n-6, AA",C22:0,"C20:5n-3, EPA",C22:4n-6 ,C24:0,C24:1n-9,"C22:5n3, DPA","C22:6n3, DHA"
0.014732352,0.002343446,0.443302564,0.001542094,0.003949772,0.244798716,0.048787366,0.002789387,0.126890216,0.000788552,0.011358928,0.004478209,0.000660293,0.000389448,0.003111773,0.063365974,0.003311173,0.004376218,0.002841933,0.003368526,0.000611587,0.001881364,0.00982912
0.015117119,0.002440765,0.49929987,0.004847352,0.002731803,0.20832391,0.049627141,0.00321693,0.109567607,0.001970091,0.004463027,0.002573708,0.000364754,0.000347993,0.005948625,0.067470111,0.002917448,0.002056177,0.002982798,0.00420506,0.00057439,0.001627302,0.006955695
0.010356151,0.001839073,0.52359777,0.007440259,0.002594526,0.210136873,0.05360134,0.004031949,0.100563619,0.000934967,0.004334847,0.002445819,0.000473397,0.000480301,0.007316007,0.048550121,0.002610345,0.002870718,0.002727167,0.002225096,0.000842198,0.002010138,0.007684994
0.013288207,0.001991544,0.538653818,0.015433569,0.002095629,0.194283747,0.051601483,0.004006309,0.059801295,0.002151135,0.00193737,0.002828019,0.000400189,0.000246624,0.005345529,0.079420684,0.003377058,0.003828947,0.003533312,0.004532929,0.000879694,0.001710345,0.008257424
0.01780879,0.004100345,0.499422066,0.006630694,0.004146322,0.207920618,0.046770636,0.003573601,0.099925007,0.002245101,0.003637805,0.002477689,0.000371664,0.000326324,0.006003049,0.06966164,0.002510978,0.003923972,0.002718725,0.004340826,0.000701184,0.001822895,0.008278075
0.014862467,0.00286212,0.480015524,0.005464493,0.004422707,0.221768577,0.052128385,0.00343187,0.100180315,0.002265185,0.031048144,0.005303561,0.000571672,0.00041798,0.005008117,0.046038838,0.002539303,0.00551231,0.00251418,0.002648586,0.000609611,0.002562116,0.007334928
0.009859219,0.002044449,0.460934889,0.002856485,0.003639993,0.239934464,0.044367668,0.003939167,0.134654254,0.000791123,0.005337046,0.00364657,0.000599921,0.000376222,0.003691694,0.059913403,0.003930947,0.003203975,0.003604811,0.004172781,0.000985096,0.001734709,0.005309221
0.007387708,0.00259325,0.459983861,0.002552613,0.004349114,0.245301514,0.048799427,0.00351236,0.11881206,0.000505372,0.002773315,0.004081889,0.000392141,0.000318564,0.004779823,0.069756074,0.003830889,0.002387466,0.002840305,0.004057014,0.000621472,0.001791773,0.00803782
0.018119887,0.003948995,0.485635518,0.004499657,0.004283112,0.23246745,0.04017533,0.002741624,0.097901448,0.000988474,0.003087885,0.002968411,0.00036457,0.000303865,0.005416907,0.062102822,0.0041838,0.007980634,0.00401691,0.002576281,0.001035462,0.002169929,0.012403781
0.011994988,0.001877294,0.477142638,0.004178722,0.003354276,0.239314215,0.04912284,0.003178008,0.094957703,0.001991908,0.003654998,0.003093991,0.000392437,0.000363537,0.006724314,0.075639587,0.003823737,0.001318535,0.004059296,0.004464125,0.000959164,0.001341654,0.006682309
0.006812867,0.002429294,0.477018094,0.004082684,0.004186892,0.228895338,0.042325978,0.004063012,0.106836053,0.000465708,0.004264017,0.003635705,0.000444384,0.000354937,0.003548963,0.074696525,0.005145598,0.007797038,0.004765183,0.004131476,0.001230347,0.002097601,0.010316694
0.009007748,0.003001129,0.44564483,0.003012347,0.005595027,0.256770087,0.036568704,0.003203613,0.106164328,0.00086219,0.00920877,0.004242644,0.000555772,0.000300066,0.004117217,0.070333179,0.004503684,0.014446896,0.003950356,0.002640924,0.00113235,0.002308897,0.011782551
0.009680195,0.002950118,0.461370549,0.004218217,0.00410718,0.228884664,0.058391313,0.003968532,0.120354851,0.000170371,0.00727718,0.00673429,0.00064617,0.000222091,0.001466964,0.062835676,0.006830114,0.001215339,0.004559915,0.003585543,0.000782475,0.001019133,0.005625068
0.012140917,0.00343702,0.482800126,0.004812466,0.004694271,0.216557468,0.049013585,0.003871008,0.126883563,0.00055256,0.004741305,0.003066127,0.000405002,0.000355603,0.002939949,0.056809696,0.003918799,0.004953808,0.00359796,0.00220504,0.000931127,0.001781747,0.009019598
0.015470437,0.004000291,0.492307868,0.004873478,0.004870804,0.224496526,0.045954467,0.003176081,0.097965487,0.000413872,0.007904691,0.003928193,0.000373365,0.000398384,0.003857953,0.057630994,0.004821728,0.004333415,0.004123741,0.002661703,0.001019888,0.001738465,0.01316483
0.019380379,0.0032989,0.459899738,0.003438146,0.004161429,0.26109158,0.03886554,0.002687182,0.103035443,0.000483871,0.002467282,0.003268099,0.000534065,0.000386198,0.004557781,0.061830603,0.004409765,0.004875268,0.004884558,0.004893036,0.001079214,0.002104535,0.007862283
0.010770658,0.003305521,0.480053743,0.00294416,0.004392732,0.264486567,0.04371889,0.00318726,0.076417785,0.000446297,0.001188784,0.003717157,0.000655599,0.000349461,0.00328375,0.062825604,0.004509103,0.008733205,0.004313894,0.003895857,0.001144356,0.003359108,0.011787461
0.009850611,0.002408272,0.480033392,0.003903558,0.004233473,0.265309151,0.034662361,0.003687322,0.056466986,0.000400202,0.004367803,0.004203756,0.000459138,0.000285207,0.002829264,0.081417904,0.005467624,0.012228863,0.004261117,0.003235112,0.001409552,0.003564274,0.014684538
0.011381653,0.003122497,0.442607832,0.002352763,0.004059388,0.26972839,0.037588179,0.00278251,0.092111868,0.000489988,0.001481659,0.003468811,0.00052766,0.000473298,0.005438993,0.089370811,0.005281818,0.000816458,0.006649707,0.00892956,0.001326763,0.00174641,0.00776715
0.010594715,0.002094227,0.484614222,0.004408491,0.003551361,0.246155138,0.04084261,0.003778623,0.072763158,0.001580286,0.001919926,0.002588446,0.000410594,0.000367151,0.005531454,0.086173133,0.003614944,0.004233254,0.005177578,0.005109784,0.00157397,0.002374917,0.01006542
0.013456325,0.002878325,0.473741405,0.004186091,0.004387412,0.241516565,0.041909867,0.003124801,0.086149935,0.001600114,0.002494995,0.003505421,0.000391374,0.000340678,0.006152311,0.079818583,0.005648691,0.003731523,0.006425443,0.005638345,0.001308045,0.002116505,0.008944491
0.005416854,0.002184823,0.461157869,0.002446323,0.004210865,0.261626866,0.039199599,0.003184259,0.10406133,0.000233606,0.002438479,0.004176719,0.00056014,0.000454865,0.004145891,0.073608538,0.006075987,0.001733789,0.005844173,0.004923194,0.001719774,0.001726019,0.008498999
0.012414087,0.00332171,0.479456454,0.00460998,0.004501506,0.233331633,0.050208757,0.003218447,0.107369738,0.000580752,0.003300363,0.003366409,0.000493366,0.00041158,0.006933319,0.057374808,0.004846748,0.002046412,0.00509054,0.004844445,0.001357626,0.001602077,0.008605455
0.015216516,0.004172842,0.484242155,0.010441083,0.006325213,0.232473957,0.048772212,0.004457943,0.059559096,0.00063984,0.001756248,0.003293699,0.000357954,0.00033614,0.006913579,0.086759679,0.005209571,0.002309668,0.005121854,0.006584445,0.001379397,0.002238571,0.010665697
0.009920118,0.003075915,0.462867441,0.003523074,0.004393138,0.228429606,0.044588829,0.003172213,0.122471776,0.0007916,0.00301701,0.003582653,0.000423062,0.000329339,0.004155645,0.073339618,0.005457276,0.002998069,0.005180664,0.004534173,0.001251572,0.001568089,0.01040834
0.010623361,0.003283147,0.420043219,0.003235442,0.005518866,0.244160454,0.040352746,0.003349665,0.118402661,0.001265838,0.030515689,0.005634894,0.000521001,0.000333353,0.00384405,0.078629245,0.003727525,0.008195716,0.003035231,0.002578414,0.000895432,0.002359255,0.008935081
0.026228427,0.00528898,0.503895547,0.004279267,0.004596144,0.237536429,0.037820606,0.002674978,0.076643987,0.001112879,0.002013683,0.003386984,0.000412948,0.000396342,0.005397708,0.060741498,0.004215446,0.002572866,0.00430468,0.004928732,0.001139911,0.002107022,0.007490395
0.008627888,0.002948496,0.475970987,0.003859349,0.005063834,0.247210499,0.04680425,0.003908866,0.102630723,0.000271359,0.002007203,0.003160395,0.00038905,0.000344934,0.004073561,0.062316179,0.004191362,0.005010025,0.004264239,0.003647849,0.001255346,0.002541596,0.008865776
0.013731783,0.003177523,0.48566917,0.004889705,0.00404726,0.262773578,0.040875801,0.003272999,0.080059899,0.00046534,0.00225368,0.003384316,0.000389075,0.000350051,0.004173367,0.060407064,0.004244148,0.003933333,0.00412382,0.003261142,0.001202951,0.001255765,0.011229865
0.008249831,0.0029656,0.472331976,0.002738607,0.005063759,0.268681513,0.041833857,0.003292478,0.089606337,0.000237425,0.002182706,0.003911071,0.000472987,0.000350889,0.004249462,0.061562569,0.004709233,0.003386008,0.005083769,0.004060157,0.0014351,0.001712506,0.011221224
0.007315517,0.002093041,0.476382683,0.003711137,0.002956337,0.269472825,0.03923022,0.003031406,0.082271626,0.000249063,0.001737294,0.004043914,0.000515036,0.000420824,0.004042783,0.07032147,0.005615875,0.001391045,0.006547072,0.006575012,0.001758055,0.001709137,0.00828536
0.007483602,0.002645815,0.496696736,0.005315866,0.003780708,0.234268796,0.044356915,0.004044354,0.08389823,0.000434835,0.00181225,0.00327218,0.000410635,0.000336821,0.004407553,0.07439174,0.004494422,0.003548659,0.004759933,0.003617385,0.001576091,0.001378687,0.012641878
0.009598688,0.002263028,0.455721992,0.002607102,0.004684891,0.267208673,0.045156514,0.003740363,0.097772915,0.001358928,0.004635513,0.003394933,0.000637758,0.000501532,0.006779195,0.060508728,0.003896413,0.004841939,0.004761673,0.004177319,0.00167025,0.002720931,0.010781424
0.010453318,0.002343832,0.459490768,0.002812034,0.003294633,0.26289722,0.045253908,0.002812353,0.088685393,0.001068375,0.002242613,0.003349937,0.000510882,0.000367798,0.008105101,0.074969095,0.005083307,0.001294272,0.00577609,0.008586548,0.001274761,0.001854268,0.00694434
0.00569344,0.002349091,0.417890264,0.005290918,0.004681062,0.29516582,0.049859987,0.004428384,0.095904192,0.000735274,0.002389392,0.005306472,0.000928778,0.000472343,0.005374288,0.069995349,0.003805249,0.005380885,0.004235483,0.005839388,0.001257777,0.002397793,0.010152498
0.008095865,0.002849917,0.458474261,0.003409573,0.004609274,0.241048669,0.054248357,0.004126167,0.104701811,0.000760399,0.006673815,0.004431139,0.000608071,0.00036771,0.005083039,0.074014231,0.004810736,0.002270719,0.003973894,0.003161494,0.001250687,0.00193967,0.008587155
0.009980372,0.002949762,0.460121409,0.003607417,0.003941615,0.252534977,0.041217125,0.002997325,0.090831868,0.001258487,0.001455617,0.003197641,0.000411519,0.000313176,0.00515049,0.092569192,0.004864275,0.000918058,0.005472832,0.006507115,0.001336168,0.001425856,0.006412644
0.014389725,0.002277063,0.501004376,0.00550414,0.003404421,0.225390754,0.04275319,0.004416016,0.064043467,0.000497427,0.00367288,0.00995614,0.000419831,0.000252043,0.003046863,0.067767456,0.010220237,0.012985818,0.002854859,0.005682453,0.000623581,0.003349701,0.015194464
0.012801037,0.003042067,0.482671616,0.00454901,0.003850618,0.222355631,0.047808179,0.003670095,0.105288414,0.000692384,0.004568937,0.007379624,0.00036641,0.00035008,0.006217291,0.058618843,0.007972378,0.006525812,0.002604897,0.005177,0.000582733,0.00211252,0.010345839
0.008388081,0.00275484,0.44059721,0.003182741,0.0033569,0.265318058,0.044222867,0.00323696,0.095157849,0.000622448,0.002560307,0.007835704,0.000978522,0.000339527,0.00416854,0.081788268,0.008737454,0.001863669,0.004615531,0.007301545,0.001176307,0.00247125,0.008996693
0.007326558,0.002861008,0.44335323,0.002594279,0.00448396,0.249737428,0.044758773,0.00403479,0.103329244,0.00028924,0.00298021,0.007879732,0.000356216,0.000277488,0.0034934,0.084943273,0.009693637,0.002933108,0.005625047,0.00709296,0.000807458,0.002140531,0.008503927
0.012818655,0.002865333,0.51617168,0.004193128,0.003896055,0.224641378,0.049226736,0.003901592,0.078714504,0.000638159,0.002582566,0.004420823,0.000396525,0.000292976,0.003853253,0.054677894,0.005208134,0.010714703,0.003044629,0.004060484,0.000927978,0.002541034,0.009824042
0.011656635,0.004490949,0.430311645,0.001996898,0.006907214,0.25849996,0.051731585,0.003139286,0.11710733,0.000688058,0.002065193,0.003904615,0.000334678,0.000305208,0.003222813,0.071779975,0.005682958,0.003751726,0.005580359,0.004935378,0.001012875,0.002412874,0.006481839
0.011756782,0.003147105,0.465556697,0.002500959,0.004010649,0.24166182,0.047617448,0.003439707,0.104168574,0.000317366,0.002765033,0.004802472,0.00033716,0.000336717,0.004678523,0.071698406,0.006413249,0.003470596,0.004387406,0.005096538,0.000843705,0.001884856,0.008644663
0.016933405,0.002896271,0.470724392,0.00434743,0.00355768,0.231207534,0.04459041,0.003463339,0.091534568,0.002181533,0.00378491,0.005139659,0.000307833,0.000344392,0.006643546,0.074939267,0.006405107,0.005088499,0.0051088,0.005510919,0.000982047,0.002245222,0.011686096
0.005248522,0.002179358,0.459195498,0.003033447,0.00417789,0.242858036,0.046118381,0.003929559,0.11129562,0.000414073,0.00187071,0.004844188,0.000331779,0.000293208,0.003808478,0.075864167,0.006531233,0.005457845,0.003988096,0.004900866,0.00090827,0.002641715,0.009803014
0.021376957,0.002578047,0.515119013,0.004797801,0.003113356,0.216713198,0.057616731,0.004167002,0.083887129,0.001229608,0.00607812,0.004769087,0.000603111,0.00033718,0.003651876,0.048987234,0.004962195,0.003605049,0.002690939,0.003537148,0.000478572,0.001461202,0.00757096
0.009670296,0.002882731,0.464116009,0.003739187,0.004539801,0.238738083,0.049970264,0.004688644,0.107693554,0.000616653,0.00349173,0.005750309,0.000516814,0.000442868,0.005052449,0.066060208,0.007650713,0.002991256,0.003276125,0.005280689,0.001080286,0.002140294,0.008976048
0.036862329,0.004659852,0.452363785,0.002788697,0.003786536,0.237453072,0.039030272,0.003217275,0.105250589,0.001607953,0.007344215,0.00645383,0.000568884,0.000612783,0.006772451,0.059065532,0.006518567,0.002866236,0.00488576,0.00795812,0.001444779,0.002674363,0.005268315
0.010019464,0.002821067,0.451509593,0.002994023,0.004699732,0.262756726,0.040220426,0.003241642,0.102181886,0.00059963,0.003272612,0.00506816,0.000389058,0.000404455,0.005587531,0.069850639,0.005636289,0.00275175,0.00443055,0.005619347,0.001278781,0.00180468,0.012138915
0.012743036,0.002508195,0.457384381,0.003686103,0.004211484,0.23542667,0.048087364,0.003506402,0.103779578,0.00149611,0.006508001,0.010808471,0.000354453,0.000381079,0.00636209,0.060882622,0.011663118,0.004235069,0.004211193,0.008371984,0.001169978,0.002676397,0.009031315
0.007444195,0.001934027,0.409142467,0.001081862,0.00371349,0.250491808,0.060714519,0.00190625,0.13635046,0.00073161,0.001517506,0.012574555,0.000965979,0.000457899,0.003695774,0.060681683,0.016919828,0.001953695,0.004335027,0.012886217,0.00071257,0.002496145,0.006808219
0.016615199,0.004447104,0.455269411,0.004262996,0.004203888,0.248085046,0.043256128,0.003641378,0.088521279,0.000895804,0.004114856,0.008476554,0.000601765,0.000426599,0.005807337,0.073482832,0.0084547,0.002740567,0.003987771,0.007866384,0.00162548,0.003024824,0.009521639
0.009240492,0.002496049,0.463058768,0.002879656,0.003679129,0.252897131,0.044128068,0.003607667,0.10862854,0.00017344,0.002954722,0.007769448,0.000402383,0.000383781,0.003338624,0.059193049,0.009224295,0.001751401,0.004697673,0.007883368,0.001524665,0.001779345,0.007499133
0.01102505,0.002387257,0.461742735,0.004214546,0.003721561,0.237008954,0.046039719,0.003510071,0.096488305,0.000838288,0.003172635,0.006756367,0.000385127,0.000370956,0.007413706,0.075589734,0.007908563,0.003321438,0.0061686,0.007425552,0.001349407,0.003450389,0.009039938
0.009543706,0.001755568,0.470018133,0.002867526,0.003271625,0.242654699,0.053863239,0.003833529,0.103753208,0.000984007,0.003967959,0.005602044,0.000439631,0.000424955,0.005416981,0.065861099,0.005231081,0.001833473,0.004433072,0.004050618,0.000638213,0.002744246,0.006307566
0.009606002,0.002836659,0.454147111,0.002543127,0.004101605,0.254011651,0.04231782,0.003828896,0.104251906,0.000515102,0.003501573,0.005827458,0.000426813,0.00039559,0.005348033,0.069627409,0.006971003,0.003298734,0.005209945,0.006266403,0.001166107,0.003529834,0.009555041
0.011344623,0.003256446,0.442136162,0.002592183,0.004209954,0.253618477,0.046906197,0.002866742,0.09771328,0.000872493,0.002236663,0.004891989,0.000382027,0.000299875,0.004716524,0.087979546,0.006065053,0.00179197,0.00595194,0.006273901,0.001285203,0.002686582,0.008859458
0.008445884,0.002430035,0.462078302,0.002985956,0.003813344,0.240810372,0.048236929,0.003944532,0.113568419,0.00058947,0.00620733,0.005399601,0.000443487,0.000372031,0.004428826,0.063417517,0.005943921,0.002346364,0.005616002,0.005732291,0.001279153,0.00319216,0.008076569
0.008428518,0.004032412,0.482430406,0.002241807,0.008821645,0.245311603,0.03181763,0.00381217,0.083324481,0.000229596,0.012597661,0.007688769,0.000932481,0.000308246,0.001714799,0.041579821,0.007169578,0.025184712,0.000931684,0.00436904,0.002750828,0.004423096,0.018650655
0.008363578,0.002489608,0.435678954,0.002438558,0.004257863,0.253194596,0.039276391,0.003372599,0.105574076,0.000781785,0.00330026,0.006762902,0.000419337,0.000367922,0.004769627,0.084229618,0.008630255,0.004420424,0.005487605,0.008025854,0.001663794,0.004034418,0.011843801
0.010031396,0.003107153,0.450705558,0.003367893,0.004632389,0.221475854,0.049904019,0.004483444,0.114588141,0.001164199,0.007826312,0.006754827,0.000435883,0.000435843,0.006024292,0.076466626,0.008211276,0.002732635,0.006882612,0.007160836,0.001364272,0.003802739,0.00770573
0.012072304,0.003671202,0.496757649,0.004041231,0.005891357,0.223233901,0.041882842,0.003937197,0.085235775,0.000646847,0.011934194,0.007375472,0.000925558,0.000560322,0.003874172,0.045061436,0.006860791,0.015943569,0.001994562,0.004403916,0.00218656,0.005271096,0.015386054
0.016246105,0.002994831,0.460970473,0.004654287,0.003015517,0.219400012,0.049821357,0.002850764,0.099564076,0.001622002,0.003939125,0.011759075,0.000275803,0.000242335,0.006190597,0.082753486,0.01056241,0.002308999,0.006334579,0.0073228,0.000302367,0.002197855,0.003157238
0.010709222,0.00259192,0.430860241,0.002192411,0.003481958,0.21969733,0.051313068,0.003480056,0.174360881,0.00050305,0.002575008,0.011465512,0.000428645,0.00056084,0.005950259,0.046292713,0.011514364,0.001230634,0.003597401,0.00858057,0.000439858,0.001548253,0.005013247
0.023827091,0.004769618,0.447268649,0.003147437,0.00458465,0.219598577,0.053911097,0.00342559,0.122694592,0.000701812,0.003280282,0.009511201,0.000333686,0.000276305,0.005763703,0.062600731,0.008776389,0.003779893,0.002974358,0.006731252,0.000597009,0.002330252,0.007314311
0.015134751,0.002956408,0.459610161,0.003793573,0.00409991,0.220800634,0.064716939,0.003289516,0.090866372,0.001605419,0.002123954,0.005320204,0.000376936,0.000214332,0.006312776,0.089658985,0.005386711,0.001422841,0.007776788,0.005735271,0.000672061,0.002607887,0.003715849
0.018677407,0.003471356,0.455075702,0.002700833,0.003899437,0.217742415,0.07112886,0.003298323,0.088595203,0.001604605,0.001926724,0.007382261,0.000604012,0.000242323,0.006936796,0.086237832,0.007820922,0.001511436,0.005651987,0.007184732,0.000721054,0.002577435,0.00324355
0.015490139,0.002783352,0.44149231,0.004988832,0.003167194,0.222414826,0.046927868,0.003025318,0.105689163,0.002531023,0.003370588,0.012406092,0.00029439,0.000236109,0.007791639,0.090515363,0.011961466,0.002553355,0.004490281,0.008694852,0.00088061,0.002249574,0.004315659
0.018366435,0.003952228,0.449333506,0.003731454,0.004902426,0.232927555,0.070244392,0.003719112,0.08565211,0.00068412,0.004720482,0.012007935,0.000524844,0.000241506,0.006446008,0.058207906,0.011293201,0.005796417,0.003565652,0.009008174,0.000786406,0.0037235,0.0083702
0.018467658,0.003499651,0.439494394,0.004562296,0.003663025,0.207538043,0.07956343,0.004033508,0.116234592,0.00164899,0.007533968,0.009360401,0.000595459,0.000309433,0.009955201,0.06136645,0.008815775,0.001329661,0.006256847,0.007529478,0.000812305,0.001759425,0.003284189
0.008853223,0.003408799,0.469661673,0.003431782,0.00367292,0.201639441,0.054337604,0.003881845,0.121474546,0.001497016,0.002319879,0.005616856,0.000316924,0.000272891,0.008326189,0.083965803,0.005690306,0.001919882,0.004632237,0.004839318,0.000686849,0.001746681,0.006254648
0.02171841,0.004151644,0.435725435,0.003691009,0.003822895,0.226026745,0.045427138,0.003024758,0.110947429,0.00105454,0.004825805,0.012139489,0.000362015,0.00027945,0.010045817,0.078340558,0.011386885,0.002042076,0.005730592,0.008793343,0.000688276,0.002940682,0.004983989
0.014582233,0.003158549,0.46235062,0.004921054,0.003192898,0.218793176,0.051138321,0.002960239,0.098759519,0.001713268,0.003866441,0.003342342,0.000334269,0.000283673,0.007104356,0.095866703,0.003565219,0.002592687,0.008127483,0.004414479,0.000761429,0.003317604,0.004288303
0.007849952,0.002411866,0.430673157,0.002146632,0.003647824,0.228777456,0.051957874,0.003642035,0.163842497,0.000536774,0.002496763,0.003069992,0.000536859,0.000681681,0.007597706,0.061352704,0.004588534,0.001247181,0.005215981,0.006469179,0.001224578,0.002276488,0.007113985
0.021659004,0.004986811,0.44379431,0.003418441,0.00496846,0.215104167,0.056438435,0.003762034,0.12644598,0.000875894,0.003658503,0.003254156,0.000410237,0.000324727,0.006860283,0.071966832,0.004112696,0.00438081,0.003468263,0.005602518,0.001444943,0.002837838,0.009314398
0.014352123,0.003166483,0.460628127,0.004107237,0.004262182,0.212442935,0.064899269,0.003392727,0.092159539,0.001754141,0.002276457,0.002724182,0.000397336,0.000247759,0.006877455,0.095145034,0.004094735,0.001612202,0.008721422,0.006835482,0.0016743,0.002946929,0.004357396
0.017178536,0.00332621,0.455632547,0.003080042,0.004059928,0.203361527,0.076033745,0.003605414,0.096828553,0.002109178,0.002193267,0.002905452,0.000749306,0.000277043,0.007855726,0.092664437,0.00468361,0.001710314,0.006103622,0.006913807,0.001583449,0.002778024,0.003727503
0.01322719,0.002824845,0.444088899,0.005234242,0.003345452,0.224602585,0.048773252,0.003438444,0.106024749,0.002893143,0.003482602,0.002838288,0.000402041,0.000292717,0.008728345,0.102472744,0.003625179,0.002982466,0.005485575,0.00480267,0.001774824,0.002741794,0.00519207
0.017650325,0.004283723,0.462492484,0.004563912,0.005397179,0.213319064,0.078679521,0.00432283,0.098794351,0.0009814,0.005706416,0.002614675,0.000535224,0.000274736,0.007156567,0.060791055,0.003317814,0.006343123,0.003165853,0.004747196,0.001191392,0.003671938,0.008979322
0.0164928,0.003530828,0.439217038,0.004698219,0.003785352,0.205336581,0.080920706,0.004021568,0.117794125,0.001990505,0.007564473,0.003720566,0.000721419,0.000363084,0.010793745,0.070547419,0.004614081,0.001470017,0.007519827,0.006420794,0.001677042,0.00209925,0.003715448
0.007564971,0.003421055,0.462648358,0.003390075,0.003821569,0.205894683,0.055132416,0.003884216,0.119277458,0.00147121,0.002195849,0.002383941,0.000353777,0.000313849,0.008536576,0.091298634,0.003586478,0.002041575,0.005683464,0.005300902,0.001676316,0.002184711,0.007502091
0.019995548,0.004264472,0.439723099,0.004374434,0.003988407,0.211564175,0.051219056,0.003480098,0.126336443,0.001240332,0.00559686,0.002467685,0.000462803,0.000331339,0.011508555,0.086914428,0.002883622,0.00235383,0.005922994,0.004216775,0.001147528,0.003279971,0.005905487
0.013864593,0.003037049,0.442395412,0.004435035,0.003384846,0.225421029,0.049114554,0.002918065,0.092706202,0.001558451,0.003917594,0.007626278,0.000374212,0.000259681,0.007196042,0.098674089,0.010984187,0.00275318,0.009802303,0.009879388,0.001416541,0.00311789,0.004651418
0.009540236,0.002805146,0.426604584,0.001751976,0.003773193,0.247297672,0.047319225,0.003290251,0.134660002,0.000699313,0.002322919,0.007622209,0.000609612,0.00065284,0.007076123,0.061225441,0.012859559,0.001132288,0.005906174,0.011653008,0.001577631,0.002113644,0.006880875
0.01985061,0.004676279,0.436539064,0.003039929,0.004993982,0.22920895,0.052948137,0.003413664,0.115965902,0.000801638,0.003207788,0.005671353,0.000419082,0.000360079,0.006595572,0.071445224,0.009371267,0.004065668,0.004050623,0.00879218,0.001722236,0.002891125,0.009094532
0.01270257,0.003036814,0.446812497,0.003432411,0.004489636,0.235138384,0.059256374,0.003211094,0.081724005,0.001709403,0.002116097,0.003976845,0.000441238,0.00025809,0.006729283,0.096208782,0.00777202,0.0015778,0.010052158,0.009114935,0.00181417,0.003063033,0.004486883
0.015226295,0.00313409,0.44153352,0.002486474,0.004064075,0.236685996,0.066015258,0.003240404,0.07769988,0.001918842,0.00181752,0.004637372,0.000740486,0.000273523,0.007561003,0.09535387,0.008058768,0.001682869,0.007813917,0.010212678,0.001981943,0.003171897,0.004065978
0.019850006,0.003476945,0.449995236,0.003816616,0.003661961,0.262199307,0.038855139,0.0027013,0.07624798,0.002578776,0.002652385,0.005050613,0.000339556,0.000266462,0.007097689,0.088763709,0.007765386,0.002199327,0.005715954,0.006453612,0.001770847,0.002699274,0.004854895
0.016323897,0.004092492,0.451762695,0.004062992,0.005487411,0.231544684,0.071162671,0.004020369,0.08818279,0.000899981,0.005125517,0.0048797,0.000583131,0.000285609,0.007412992,0.063917466,0.007706932,0.005944814,0.003905079,0.007176461,0.001180952,0.003988352,0.009379653
0.015107494,0.003505546,0.429649383,0.004192257,0.004116567,0.222553785,0.072858896,0.00374009,0.107878231,0.001908565,0.007152123,0.004692878,0.000706734,0.000373108,0.011088204,0.076271695,0.00746618,0.001358251,0.009026673,0.007453187,0.001597455,0.002212696,0.004085113
0.007609577,0.003514508,0.452956563,0.003088393,0.004020373,0.224334801,0.051371964,0.003752577,0.107520813,0.001418106,0.002156245,0.003526895,0.000389512,0.000324381,0.008558349,0.092982381,0.006393608,0.001957835,0.00662442,0.005660582,0.001212482,0.002329805,0.007856358
0.023123705,0.004152229,0.442584816,0.002832418,0.004123048,0.263796863,0.038386398,0.002567321,0.082850505,0.000988529,0.003829334,0.004323714,0.000375898,0.000292815,0.009627468,0.079216718,0.007978177,0.001825889,0.006918164,0.008000125,0.001743925,0.003424494,0.005819955
0.013908407,0.002547767,0.444735723,0.003685706,0.003535923,0.212063899,0.068872077,0.004792852,0.122654615,0.001028398,0.004581876,0.008609978,0.000451494,0.000342883,0.005987677,0.071015112,0.008443953,0.001218551,0.004568863,0.006877987,0.000692145,0.001967484,0.006009995
0.017555535,0.005159466,0.44033289,0.005519054,0.004974272,0.208010965,0.053148946,0.004438157,0.116059715,0.003235193,0.005255367,0.005924069,0.000396458,0.000313375,0.009595879,0.090508532,0.005914411,0.003167465,0.005022323,0.005367333,0.000896328,0.002965686,0.004691737
0.020958306,0.001831395,0.507236039,0.006676672,0.001889094,0.193284881,0.046614742,0.003116698,0.09788945,0.002801503,0.006903363,0.008858166,0.000358989,0.000286872,0.007711268,0.058194112,0.008699306,0.003613155,0.003976962,0.007067184,0.000825491,0.002416128,0.005223664
0.02946986,0.002536749,0.496670553,0.010317728,0.00362517,0.198185358,0.070558504,0.005217119,0.054767021,0.00154562,0.003878247,0.011494463,0.000490059,0.000285913,0.007036046,0.066209444,0.011213766,0.00193116,0.005622088,0.008513102,0.000584752,0.003058692,0.003784561
0.025062978,0.00453143,0.448607468,0.005663338,0.004222173,0.197455981,0.061846846,0.00354401,0.117438519,0.003237453,0.00806157,0.005616015,0.000415925,0.000213228,0.010365581,0.075252542,0.006044458,0.002566962,0.004747503,0.005448596,0.000726324,0.003352641,0.003565536
0.015255125,0.003637217,0.495446187,0.006936658,0.003461138,0.171288813,0.065597254,0.004861908,0.083245693,0.002187131,0.003920779,0.007247414,0.000502558,0.000347877,0.011203322,0.090472756,0.008112671,0.001846175,0.006756589,0.006676999,0.000958439,0.002315996,0.005856317
0.014216649,0.002893849,0.439141661,0.00303798,0.004089234,0.221262505,0.054180125,0.00374543,0.133096599,0.000705403,0.00515594,0.006701525,0.000427371,0.000402737,0.005172515,0.072329209,0.006962167,0.001045707,0.006682962,0.006798063,0.001075774,0.002334682,0.007157713
